Tên tác giả,Tên sách,STT,Trích dẫn
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,492,"“Bởi vì câu đầu tiên hay hoặc không hay có thể phản ánh được sự tu dưỡng của một người. Đây chính là hiệu ứng đầu tiên trong tâm lý học: con người sẽ ghi nhớ sâu sắc ấn tượng đầu tiên với sự vật mà mình tiếp xúc, ấn tượng này sẽ ảnh hưởng tới phán đoán chủ quan của con người đối với sự vật trong thời gian dài và sẽ rất khó thay đổi.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,493,"“Trọng điểm của buổi giao lưu nằm ở 5 phút đầu tiên khi họ tiếp xúc với nhau. Cụ thể là chỉ ấn tượng đầu tiên với đối phương trong lần gặp đầu tiên về dáng vẻ, trang phục, phong thái, cách nói năng, nét mặt, phép lịch sự…”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,494,"Nói tốt câu đầu tiên: nên khen ngợi đối phương một chút, tỏ vẻ bí ẩn một chút và có thêm một chút hài hước, trong số những phương thức đó thì khen ngợi là cách hữu hiệu nhất."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,495,"Dale Carnegie nói: Trong lòng mỗi người đều nghĩ rằng, bản thân mình có một đặc điểm nào đó ưu tú hơn người khác. Là người thì ai cũng đều có ham muốn được khen ngợi và tôn trọng."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,496,"Để không có chuyện cũng có thể tìm ra chuyện: Đặt ra một tình huống khiến đối phương trả lời một cách không đề phòng, cho dù rất ngắn gọn."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,497,"Để không có chuyện cũng có thể tìm ra chuyện: Nhất định phải khen ngợi, không ai từ chối lời khen cả."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,498,"Tạo ra một vài thông tin hoàn toàn không liên quan với đối phương, khiến đối phương không hiểu và không biết phản bác lại như thế nào. Như thế, quyền chủ động sẽ nằm trong tay bạn, chỉ cần thái độ của bạn nghiêm túc, thì chắc chắn bạn nói gì đối phương cũng tin."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,499,"Vờ làm ra vẻ bí ẩn: Trong tiềm thức, con người đều thích chơi với người thú vị, điều này sẽ khiến cuộc sống của họ tràn đầy hứng khởi. Đôi lúc, lợi dụng việc bói toán, dự cảm, những chuyện nghe có vẻ không đáng tin nhưng lại thú vị để mở đầu chủ đề, cũng có thể coi đó là một lựa chọn thông minh."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,500,"Phân tích cụ thể trạng thái tâm lý và nhược điểm của đối phương, từ đó quyết định việc gì nên nói, việc gì không nên nói, nói ở mức độ bao nhiêu, thời điểm nào thì thích hợp."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,501,"Tỏ ra yếu đuối: con người thích giúp đỡ những người yếu thế hơn mình, qua đó nhằm đạt được cảm giác thỏa mãn khi thể hiện được giá trị bản thân."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,502,"Chủ đề tìm kiếm vừa phải thú vị, vừa phải tự nhiên, vừa phải thuận theo tâm tính của mình, vừa phải suy nghĩ tới nhân tố tình cảm của đối phương."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,503,"Muốn tìm chuyện để nói thì trước tiên chúng ta phải hiểu sở thích hứng thú của đối phương, như thế mới dễ dàng bắt chuyện được."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,504,"Dale Carnegie nói: Trong lòng mỗi người đều khao khát được quan tâm và tôn trọng, trong khi trò chuyện, họ đều có khuynh hướng nói về chuyện của mình, đó chính là nhược điểm. Khi chúng ta nói chuyện với người lạ, việc đầu tiên cần làm là chuyển đổi trọng tâm đối tượng mà cuộc nói chuyện hướng tới, từ “bản thân” tới “đối phương”, chuyển “tôi” thành “bạn”."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,505,"Câu hỏi kép: dùng từ mang tính phán đoán như “Phải, không phải, đúng sai” để trực tiếp trả lời; Câu hỏi mở: không dùng từ ngữ đơn giản mang tính phán đoán để trả lời. Ví dụ: Bạn hãy nói xem suy nghĩ của bạn là gì? Vì sao lại thế? Bạn thấy việc này nên làm thế nào?..."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,506,"Một số nhu cầu của con người khi nói chuyện: Nhu cầu chỉnh hợp xã hội: khao khát được chia sẻ hứng thú và thái độ với người khác; Nhu cầu đảm bảo giá trị: hy vọng có được sự ủng hộ từ đó cảm thấy bản thân có giá trị; Nhu cầu đồng minh đáng tin cậy: hy vọng có thể tìm được sự giúp đỡ của người khác, hy vọng người khác chia sẻ khó khăn; Nhu cầu tìm kiếm hướng dẫn: hy vọng được sự hướng dẫn của người khác để bản thân không ngừng tiến bộ."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,507,"“Người kén chọn nhất, người phê bình gay gắt nhất, người khó tính nhất thường sẽ trở nên mềm dẻo trước một người có lòng kiên nhẫn, đồng cảm.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,508,"Hiệu ứng vai trò: chỉ con người dùng các vai trò xã hội khác nhau để tham gia hoạt động, vì vai trò khác nhau ấy gây ra sự biến đổi về hành vi hoặc tâm lý."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,509,"Để nói chuyện với người bề trên: bắt đầu nói từ người mà họ tôn kính và quan tâm, từ chủ đề mà họ quan tâm nhất, những thành tích trước đây của họ, từ chủ đề mà họ có cảm xúc sâu sắc nhất."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,510,"Hai kỹ năng giao tiếp với người bề trên: Không tự ti, không kiêu ngạo, không xu nịnh: tôn trọng một cách có nguyên tắc; Thái độ tự nhiên, không cần gò bó."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,511,"Càng là mối quan hệ thân mật thì càng dễ phát sinh bất đồng gây mâu thuẫn, không hòa thuận giống như khi mới qua lại. Đây là ý nghĩa của câu: “Thân mật không phải là không có khoảng cách, những điều tốt đẹp cũng cần có một mức độ nhất định.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,512,"Trong công việc, lãnh đạo luôn là lãnh đạo, cho dù anh ta từng là đồng nghiệp, là bạn bè, anh em."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,513,“Con người có lý trí đến mấy thì vẫn ít nhiều chịu sự chi phối của tình cảm.”
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,514,Người bề trên thích chúng ta nêu ra phương án và kiến nghị giải quyết vấn đề chứ không phải liệt kê vấn đề.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,515,"Nhìn chung các lãnh đạo đều có “ham muốn khống chế” người cấp dưới, bạn quyết định giúp anh ta đồng nghĩa với việc bạn cướp đi quyền khống chế của anh ta."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,516,Hiệu ứng Pygmalion: chỉ những mong đợi tích cực của một người có thể tạo ra một kết quả cũng tích cực như vậy.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,517,Hiệu ứng Golem: những kỳ vọng thấp hơn có thể dẫn đến những kết quả kém chất lượng hơn.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,518,"Nguyên lý phòng vệ phóng chiếu: chỉ việc suy bụng ta ra bụng người, tự cho rằng người khác và mình có đặc điểm giống nhau thế là đem áp đặt tình cảm, ý chỉ và đặc tính của mình lên người khác một cách rất tự nhiên."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,519,"Trước câu hỏi mơ hồ của người khác, người ta sẽ không đưa ra câu trả lời xác định mà sẽ nói úp mở. Khi đặt câu hỏi, chúng ta suy nghĩ tới lập trường của đối phương thì sẽ đưa ra câu hỏi cụ thể từ đó hiểu được ý đồ của đối phương."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,520,"Khi đưa ra yêu cầu và vấn đề với người khác, tốt nhất đừng đưa ra câu hỏi trực tiếp khiến đối phương khó trả lời, trước tiên hãy bắt đầu từ những vấn đề có liên quan, để giành được sự tín nhiệm của đối phương, khiến đối phương nới lỏng phòng bị, trả lời thuận theo tự nhiên."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,521,"“Đưa ra suy nghĩ hoặc kiến nghị rõ ràng, chuẩn xác.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,522,"Bày tỏ như thế nào mới có thể khiến suy nghĩ và kiến nghị của bạn trở nên rõ ràng, chuẩn xác? Phân tích cụ thể vấn đề; Không nói vội vàng."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,523,"“Ai cũng có lòng tự trọng, chúng ta muốn xây dựng quan hệ giao tiếp tốt đẹp với người khác thì trước tiên phải học cách tôn trọng người khác, cũng như bảo vệ lòng tự trọng của họ.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,524,"“Tôn trọng là biết cách dung nạp cá tính của người khác, thừa nhận sự khác biệt của người khác.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,525,Nếu trong lòng có quá nhiều bí mật thì phải dùng rất nhiều năng lượng tâm lí để khống chế.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,526,Bàn luận sau lưng người khác sẽ khiến người ta nghĩ rằng người này tầm thường và rất nhàm chán.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,527,Phần lớn người nhờ vả tức giận không phải vì kết quả của sự việc mà là bất mãn vì bị mất lòng tin.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,528,Chúng ta đưa ra lời hứa với người khác thì sẽ gây áp lực tương ứng với tâm lý của mình.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,529,Không phải là “không vấn đề” mà là “Tôi sẽ cố gắng hết sức”.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,530,"Nếu mắt của khách hàng nhìn xuống dưới, đồng thời quay mặt sang trái chứng tỏ bạn bị từ chối; nếu miệng anh ta không có nụ cười lịch sự cứng nhắc, hàm hướng lên trên, chứng tỏ anh ta đang suy nghĩ đề nghị của bạn; …"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,531,"Người tự tin khi nói chuyện thường dùng những câu khẳng định, còn người thiếu tự tin hoặc tính cách mềm yếu, khi nói tiết tấu khá chậm, uể oải, giọng thấp. Có người nói chuyện thích dùng ngữ khí, từ ngữ không xác định, chứng tỏ họ sợ gánh trách nhiệm. Họ thường dùng những câu như “đây chỉ là suy nghĩ của cá nhân tôi”, “xét về một mặt nào đó”, “đại khái là như vậy”…"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,532,"Khi muốn phản bác ý kiến của người khác, phương pháp đơn giản nhất là cất cao giọng – nâng cao âm điệu."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,533,Cố nhân có câu: Không được có ý nghĩ hại người nhưng không thể không đề phòng người khác.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,534,"Mặt người dạ thú là đáng sợ nhất, bạn bị ăn thịt rồi mới biết thế nào là đau. Đối phó với loại người hai mặt, đâm sau lưng, mưu đồ bất chính này, chúng ta nhất định phải chú ý: Công tư phải phân minh, không được cái gì cũng tiết lộ với người khác; Khi người ta nhiệt tình một cách vô cớ hoặc thái quá, bản thân phải giữ bình tĩnh; Trong trường hợp chưa hoàn toàn hiểu hết phẩm chất của người nào đó, chúng ta nhất định không được đồng ý yêu cầu của họ, bởi đó rất có thể là cái bẫy."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,535,"Con người nói chuyện không thẳng, thông thường chỉ để biểu thị khách khí và lễ phép, bởi nói quá thật sẽ khiến cả hai mất hòa khí, trở nên khó xử."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,536,“Phương án này được không?” – “Tôi không chắc nó có thể được thực thi.” >> Tôi cảm thấy nó hoàn toàn không được.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,537,"“Hôm nay có thể làm xong không?” – “Có thể, nếu như làm thêm.” >> Nhiệm vụ quá nhiều, không làm xong được."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,538,“Tôi thấy anh nên đi hỏi ý kiến của người khác.” >> Anh đừng làm phiền tôi nữa. 
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,539,"“Không để người khác phát hiện ra bạn đã hiểu được tâm tư của họ, cố tình ra vẻ ngốc nghếch mà không phải là ngốc nghếch thật sự, đó mới là trí tuệ.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,540,"Hầu như ai cũng hy vọng có thể tỏ ra thông minh và hiểu biết trước mặt người khác, giống như nhà ảo thuật dùng kỹ xảo trước mắt khán giả. Nhưng nếu một số mánh khóe nhỏ bị bạn vạch trần một cách dễ dàng, thì anh ta sẽ cảm thấy mình giống như chú hề trên sân khấu, ngô nghê và mất thể diện, dĩ nhiên cũng sẽ không có cảm tình với bạn."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,541,"“Cho dù là lãnh đạo, khách hàng hay người khác đều không hy vọng bạn thông minh hơn họ. Nếu bạn thông minh tới mức vừa nhìn đã hiểu được tâm tư của đối phương, đối phương sẽ cảm thấy bản thân dễ bị xâm phạm.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,542,"“Trong giao tiếp, vờ ra vẻ ngốc nghếch là một nghệ thuật.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,543,"“Ngoài việc vờ ra vẻ ngốc nghếch với lãnh đạo, với đồng nghiệp, với đối thủ bạn cũng nên như vậy.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,544,"“Mặc dù nói đánh giá người khác qua bề ngoài là không chính xác nhưng không thể phủ nhận, con người thích nhìn nhận, đánh giá mọi thứ qua cảm nhận của thị giác.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,545,"Thế nào là hình tượng đẹp? Tác phong lịch sự, đúng mực, thông thường nhìn thấy dễ chịu, không chướng mắt; Ăn mặc thích hợp với bản thân, bao gốm phù hợp với hình thể, đặc điểm nghề nghiệp của bản thân; Phù hợp với nhu cầu của môi trường, hài hòa."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,546,"Galileo nói trái đất hình tròn, chúng ta không ngừng đi theo một phương hướng nhất định sẽ có ngày đạt dược mục tiêu."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,547,"Con người đều chịu sự ám thị từ những thông tin mà môi trường xung quanh tác động, nảy sinh tâm trạng và phản ứng tương đương với nó. Vì thế con người đều thích ở cùng với người lạc quan kiên cường, như thế sẽ nhận ám thị tâm lý tích cực, bản thân nhờ vậy cũng trở nên dũng cảm hơn; Ngược lại, sẽ không thích ở cùng với người bi quan nhu nhược, bởi sẽ phải chịu ám thị tâm lý tiêu cực, bản thân vì thế mà cũng mất ý chí."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,548,"“Mình rất giỏi, hôm nay tâm trạng rất tốt, chắc chắn sẽ có chuyện vui xảy ra.”"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,549,"Kinh nghiệm sống trước đây hình thành định thức tư duy trong lòng mỗi người, định thức này khiến con người cảm thấy an toàn, vì thế rất khó bị đánh đổ. Quan hệ xã giao cũng chú trọng quán tính như vậy. Với những người gặp nhau sớm tối, chúng ta khó tránh khỏi sẽ có cảm giác lâu ngày nảy sinh tình cảm, ngộ nhỡ một ngày nào đó người đó biến mất, chúng ta sẽ cảm hấy hụt hẫng và trống trải mơ hồ, sau đó phát hiện thì ra người này đã trở thành một phần trong cuộc sống của mình."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,550,"Làm việc theo phương thức của người thành công, bạn cũng có thể học được cách thành công của họ."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,551,"Phát triển một số khách hàng trọng tâm có tầm ảnh hưởng, sau đó thông qua họ tác động đến những khách hàng khác."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,552,Kết giao với người quyền uy trên bàn rượu. Kết giao với người quyền uy phải có sự gan dạ.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,553,"Không có nỗi oán hận nào là vô duyên vô cớ, càng không có tình yêu nào là vô duyên vô cớ, sở dĩ có người trong công việc mặc dù năng lực xuất chúng nhưng không được thăng tiến, nguyên nhân nằm ở chỗ họ tỏ ra thông minh hơn lãnh đạo, phạm phải đại kỵ trong công việc."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,554,"Khi báo cáo, hãy báo nhiều tin tốt ít tin xấu, dùng tin tốt lấn át tin xấu."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,555,"Chỉ báo tin tốt mà không báo tin xấu đó là giấu diếm vấn đề, sớm muộn gì cũng sẽ bị phát hiện; Báo tin xấu không báo tin tốt, vừa mất công lại vừa không được lòng, sẽ không ai muốn như vậy cả."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,556,"Giữa con người với con người nên giữ một khoảng cách thích hợp, khoảng cách này mới khiến con người có được cảm giác an toàn."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,557,"Trong công việc, giữa đồng nghiệp ngoài quan hệ hợp tác cùng phát triển, còn có quan hệ cạnh tranh."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,558,Rất nhiều người thích lợi dụng nhược điểm trong tính cách của người khác để đạt được mục đích của mình.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,559,"Trước khi giúp đỡ đồng nghiệp, chúng ta nhất định phải duy trì thành tích của mình. Chúng ta phải dựa vào thành tích để chứng minh sự xuất sắc của mình, chứ không phải hy sinh bản thân để giúp đỡ đồng nghiệp."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,560,"Khi tặng quà cần tuân theo hai nguyên tắc, hoặc là tặng thứ người khác thích hoặc là tặng thứ người khác cần."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,561,"Để được sự yêu mến của người khác cần 5 yếu tố: Ngoại hình, điểm tương đồng, khen ngợi, tính liên quan, không khí và môi trường tích cực."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,562,Tâm lý mỗi người đều tồn tại cảm giác cô độc. Giao tiếp xã hội là để giúp con người khắc phục cảm giác sợ hãi với sự cô độc này.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,563,"Muốn đạt được mục đích của mình, không nên dùng thái độ cứng rắn mà phải mềm mỏng, ôn hòa."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,564,"Khi đưa ra yêu cầu với người khác, tốt nhất nên bắt đầu từ yêu cầu đơn giản nhất, để đối phương có một quá trình tiếp nhận."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,565,"Người thật thà không biết đoán ý tứ người khác qua lời nói sắc mặt, thì cũng có một phương pháp đơn giản khiến người khác yêu mến, đó là thái độ lịch sự."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,566,"Trong lễ nghi cơ bản của giao tiếp khi giới thiệu người khác làm quen, thứ tự rất quan trọng. Người có địa vị cao nên có quyền tìm hiểu ưu tiên. Nên giới thiệu người địa vị thấp với người địa vị cao, giới thiệu hậu bối với trưởng bối."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,567,Lễ nghĩa cơ bản là tấm danh thiếp đầu tiên của chúng ta trong giao tiếp.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,568,"Không một giám đốc nào thích nhân viên liên tục nhảy việc, bởi họ không muốn bỏ tiền ra thuê một người không chuyên tâm làm tốt việc gì."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,569,"Chúng ta làm bất cứ ngành nghề nào cũng đều coi những yêu cầu cao nhất của ngành nghề ấy là mục tiêu của bản thân, như thế mới thành công được."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,570,"Trên thế giới này, một người không bao giờ rời xa bạn, chia sẻ niềm vui với bạn, dùng toàn bộ tầm lòng để yêu bạn, dành toàn bộ thời gian ở bên cạnh bạn, người ấy chính là bản thân bạn. Tuy nhiên, bạn đã bao giờ thực sự hiểu người thân thuộc nhất này chưa?"
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,571,"Con người kỳ lạ như vậy đấy – thích được đối xử một cách mềm mại chứ không cứng nhắc. Nếu được người khác khoan dung thì sẽ cảm kích vô cùng và sẽ nghĩ cách để báo đáp lại. Cho dù là người mà bạn không thích, thì bạn cũng hãy khoan dung cho người đó. Điều này không những thể hiện sự tu dưỡng của bạn mà còn có thể có được sự thừa nhận của đối phương."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,572,Làm chủ được cảm xúc bạn có thể sẽ có cả thế giới.
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,573,"Thực ra, môi trường mà chúng ta sinh sống xét về bản chất là trung tính, chính cảm xúc đã dán cho nó logo tích cực hay tiêu cực. Con người thường coi những giả thiết của mình lý giải thành bản chất cuộc sống, đồng thời bị những giả thiết ấy ảnh hưởng và bó buộc."
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,574,"Phương pháp để chúng ta điều tiết cảm xúc bao gồm cả việc tự kỷ ám thị. Khi chúng ta nhìn vào gương, thấy một khuôn mặt nhăn nhó, có phải là bỗng chốc cảm thấy tâm trạng càng đi xuống không? Lúc ấy, hãy làm một biểu cảm vui vẻ, mỉm cười với bản thân, duy trì trong mười giây, chúng ta sẽ phát hiện thì ra mỉm cười rất đơn giản, tiếp đó tâm trạng cũng nhẹ nhõm hơn một chút. "
Trịnh Tiểu Lan,Nói Thế Nào Để Được Chào Đón Làm Thế Nào Để Được Ghi Nhận,575,"Cảm xúc sẽ ảnh hưởng đến biểu cảm, biểu cảm cũng có thể ảnh hưởng tới cảm xúc."
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,576,“Thứ thuật toán vĩnh viễn không thể đong đếm được là trái tim chân thật của chúng ta.”
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,577,"“Đời người ngắn ngủi, chúng ta sớm muộn gì cũng đánh mất nó. Vì vậy hãy dũng cảm hơn một chút, đừng lúc nào cũng nghiêm trọng hóa mọi hậu quả mà làm khó bản thân. Hãy một lần đi leo núi, hãy yêu một người, hãy một lần theo đuổi ước mơ, nỗ lực hết mình, cảm nhận hết mình.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,578,"“Trong cuộc sống có quá nhiều điều không chắc chắn, hãy ăn thứ bạn muốn ăn, mua thứ bạn muốn mua, gặp người bạn muốn gặp, nếu được hạnh phúc thì đừng chờ đợi.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,579,"“Chúng ta thường thể hiện những mặt xấu nhất, quá quắt nhất đối với người ta thân thiết nhất, với những con người chỉ có ít cơ hội gặp được trong những tháng năm dài đằng đẵng. Ta đem tính cách tốt đẹp và phép lịch sự cho đa số những lữ khách đi qua cuộc sống của ta.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,580,"“Chúng ta luôn muốn mua vui cho cả thế giới, chỉ chừa ra một phần nhỏ xíu cho những người quan trọng nhất trong cuộc đời.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,581,"“Từ bỏ một người, chưa bao giờ là chuyện một sớm một chiều, khi cậu từng chút từng chút làm cạn kiệt sự ái mộ và quan tâm của tôi, tôi cũng dần tích lũy đủ sự thất vọng đối với cậu. Trước đây thích đến thế, nhưng bậy giờ lại nhẹ nhõm như vậy, đoạn đường này tôi chỉ có thể đi đến đây thôi.”"
Lã Bạch,Đừng Để Tương Lai Chết Trước Tuổi 30,582,"“Cô độc vừa là không có ai để chia sẻ niềm vui, cũng không có ai để chia sẻ gánh nặng.”"
